index	name	color	chinese_name	side
14161	"wm_rh_S_oc-temp_lat"	#dd8c14	wm_rh_S_oc temp_lat	
14162	"wm_rh_S_oc-temp_med_and_Lingual"	#8d64dc	wm_rh_S_oc temp_med_and_Lingual	
14163	"wm_rh_S_orbital_lateral"	#dd6414	wm_rh_S_orbital_lateral	
14164	"wm_rh_S_orbital_med-olfact"	#b5c814	wm_rh_S_orbital_med olfact	
14165	"wm_rh_S_orbital-H_Shaped"	#651414	wm_rh_S_orbital H_Shaped	
14166	"wm_rh_S_parieto_occipital"	#6564b4	wm_rh_S_parieto_occipital	
14167	"wm_rh_S_pericallosal"	#b5dc14	wm_rh_S_pericallosal	
14168	"wm_rh_S_postcentral"	#158cc8	中央后回	
14169	"wm_rh_S_precentral-inf-part"	#1514f0	中央前回	
14170	"wm_rh_S_precentral-sup-part"	#1514c8	中央前回	
14171	"wm_rh_S_suborbital"	#15143c	wm_rh_S_suborbital	
14172	"wm_rh_S_subparietal"	#653c3c	wm_rh_S_subparietal	
14173	"wm_rh_S_temporal_inf"	#15b4b4	wm_rh_S_temporal_inf	
14174	"wm_rh_S_temporal_sup"	#dfdc3c	wm_rh_S_temporal_sup	
14175	"wm_rh_S_temporal_transverse"	#dd3c3c	wm_rh_S_temporal_transverse	
